Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
Batteryman D	DR04	BatterymanD	Thunder/Effect	Light	1	0	1900			While this card is face-up on your side of the field, your opponent cannot select a Thunder-Type monster on your side of the field as an attack target (except "Batteryman D").
Beelze Frog	DR04	BeelzeFrog	Aqua/Effect	Water	3	1200	800			Increase the ATK of this card by 300 points for each "T.A.D.P.O.L.E." in your Graveyard.
Beiige, Vanguard of Dark World	DR04	BeiigeVanguardofDarkWorld	Fiend/Effect	Dark	4	1600	1300			If this card is discarded from the hand to the Graveyard by a card effect, Special Summon this card to your side of the field.
Blade Skater	DR04	BladeSkater	Warrior	Earth	4	1400	1500			An image of beauty on the ice, this gorgeous warrior rips her opponents into pieces with her stylish Accel Slicer attack.
Blazing Hiita	DR04	BlazingHiita	Spellcaster/Effect	Fire	4	800	1500			Once per turn, by Tributing 1 FIRE monster on your side of the field (except this card), Special Summon 1 FIRE monster from your hand. The monster Special Summoned by this effect is destroyed if "Blazing Hiita" is removed from your side of the field.
Bountiful Artemis	DR04	BountifulArtemis	Fairy/Effect	Light	4	1600	1700			While this card is face-up on the field, draw 1 card from your Deck each time a Counter Trap Card is activated.
Broww, Huntsman of Dark World	DR04	BrowwHuntsmanofDarkWorld	Fiend/Effect	Dark	3	1400	800			If this card is discarded from the hand to the Graveyard by a card effect, draw 1 card from your Deck. If this card is discarded from the hand to the Graveyard by your opponent's card effect, draw 1 more card from your Deck.
Celestial Transformation	DR04	CelestialTransformation	Quick-Play Spell							Special Summon 1 Fairy-Type monster from your hand. Halve the ATK of that monster and destroy it during the End Phase.
Chain Thrasher	DR04	ChainThrasher	Warrior/Effect	Wind	4	1000	600			In addition to a normal attack, this card can attack during the same Battle Phase as many times as the number of "Chain Thrasher"(s) in your Graveyard.
Chthonian Blast	DR04	ChthonianBlast	Normal Trap							Activate only when a face-up monster on your side of the field is destroyed and sent to the Graveyard. Destroy 1 face-up monster with the lowest ATK on the field, and both players take damage equal to half of its ATK.
Chthonian Soldier	DR04	ChthonianSoldier	Warrior/Effect	Dark	4	1200	1400			When this card is destroyed by your opponent's attacking monster and sent to the Graveyard, inflict the Battle Damage you took from this battle to your opponent's Life Points as well.
Conscription	DR04	Conscription	Normal Trap							Pick up the top card of your opponent's Deck. If the picked-up card can be Normal Summoned, Special Summon it to your side of the field. If not, add that card to your opponent's hand.
Cyber Gymnast	DR04	CyberGymnast	Warrior/Effect	Earth	4	800	1800			Once per turn, by discarding 1 card from your hand, destroy 1 face-up Attack Position monster on your opponent's side of the field.
Cyber Tutu	DR04	CyberTutu	Warrior/Effect	Earth	3	1000	800			If the ATK of each monster on your opponent's side of the field is higher than the ATK of this card, this card can attack your opponent directly.
D.3.S. Frog	DR04	D3SFrog	Aqua/Fusion/Effect	Water	8	2500	2000			Des Frog + "Des Frog" + "Des Frog" A Fusion Summon of this card can only be conducted with the above Fusion Material Monsters. Increase the ATK of this card by 500 points for each "Treeborn Frog" in your Graveyard.
D.D. Guide	DR04	DDGuide	Warrior/Effect	Dark	4	1400	1000			When this card is Normal Summoned, control of this card shifts to your opponent. During each player's End Phase, your opponent selects 1 card from the Graveyard of this card's controller and removes it from play.
D.D. Trap Hole	DR04	DDTrapHole	Normal Trap							Activate only when your opponent Sets 1 monster in Defense Position. Destroy and remove from play the Set monster and 1 monster on your side of the field.
Damage Condenser	DR04	DamageCondenser	Normal Trap							Activate only by discarding 1 card from your hand when you take Battle Damage to your Life Points. Special Summon 1 monster from your Deck with ATK equal to or less than the Battle Damage you took, in Attack Position.
Dark Catapulter	DR04	DarkCatapulter	Machine/Effect	Earth	4	1000	1500			During your Standby Phase, if this card is in Defense Position, put 1 counter on this card. Remove from play a number of card(s) in your Graveyard equal to the number of counters on this card to destroy that same number of Spell or Trap Card(s) on the field. Then remove all counter(s) from this card.
Dark Deal	DR04	DarkDeal	Normal Trap							Activate only by paying 1000 Life Points when your opponent activates a Normal Spell Card. The effect of the Normal Spell Card that your opponent activated at that time becomes "Your opponent discards 1 random card from their hand".
Demise, King of Armageddon	DR04	DemiseKingofArmageddon	Fiend/Ritual/Effect	Dark	8	2400	2000			This card can only be Ritual Summoned with the Ritual Spell Card, "End of the World". By paying 2000 Life Points, destroy all cards on the field except this card.
Disciple of the Forbidden Spell	DR04	DiscipleoftheForbiddenSpell	Warrior/Effect	Light	4	1700	800			When this card is Normal Summoned, Flip Summoned, or Special Summoned, declare different Monster Card Attributes equal to the number of "Disciple of the Forbidden Spell"(s) in your Graveyard. If this card attacks a monster that has a declared Attribute, destroy the monster without applying damage calculation.
Divine Dragon - Excelion	DR04	DivineDragonExcelion	Dragon/Effect	Light	5	1500	900			When this card is Normal Summoned, it gets 1 of the following effects for each "Divine Dragon - Excelion" in your Graveyard when this effect resolves (your choice). These effects cannot accumulate. *Increase the ATK of this card by 1000 points. *If this card destroys your opponent's monster as a result of battle, it can attack once again in a row. *When this card destroys a monster as a result of battle and sends it to the Graveyard, inflict damage to your opponent's Life Points equal to the ATK of the destroyed monster.
Doitsu	DR04	Doitsu	Fairy/Union/Effect	Earth	4	100	200			Once per turn, during your Main Phase, if you control this card on the field, you can equip it to your "Soitsu" as an Equip Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card's effect, increase the ATK of the equipped monster by 2500 points. (1 monster can only be equipped with 1 Union Monster at a time. If the equipped monster is destroyed by battle, destroy this card instead.)
Doom Dozer	DR04	DoomDozer	Insect/Effect	Earth	8	2800	2600			This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by removing from play 2 Insect-Type monsters from your Graveyard. When this card inflicts Battle Damage to your opponent, send 1 card from the top of your opponent's Deck to the Graveyard.
Elemental Absorber	DR04	ElementalAbsorber	Continuous Trap							Remove from play 1 Monster Card in your hand. While this card is on the field, your opponent's monsters that have the same Attribute as the monster removed by this effect cannot declare an attack.
Elemental HERO Neo Bubbleman	DR04	ElementalHeroNeoBubbleman	Warrior/Effect	Water	4	800	1200			This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by sending "Elemental HERO Bubbleman" on your side of the field and "Metamorphosis" in your hand to the Graveyard. This card's name is treated as "Elemental HERO Bubbleman" while it is face-up on the field. Destroy an opponent's monster that battles this card at the end of the Damage Step.
End of the World	DR04	EndoftheWorld	Ritual Spell							This card can be used to Ritual Summon "Ruin, Queen of Oblivion" or "Demise, King of Armageddon". You must also Tribute monsters from the field or your hand whose total Levels equal the Level of the Ritual Monster you are attempting to Ritual Summon.
Etoile Cyber	DR04	EtoileCyber	Warrior/Effect	Earth	4	1200	1600			If this card attacks your opponent's Life Points directly, increase the ATK of this card by 500 points during the Damage Step only.
Familiar-Possessed - Aussa	DR04	FamiliarPossessedAussa	Spellcaster/Effect	Earth	4	1850	1500			By sending 1 "Aussa the Earth Charmer" and 1 EARTH monster from your side of the field to the Graveyard, you can Special Summon this card from your hand or Deck. If you Special Summon this card in this way, this card gets the following effect: During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent's Life Points.
Familiar-Possessed - Eria	DR04	FamiliarPossessedEria	Spellcaster/Effect	Water	4	1850	1500			By sending 1 "Eria the Water Charmer" and 1 WATER monster from your side of the field to the Graveyard, you can Special Summon this card from your hand or Deck. If you Special Summon this card in this way, this card gets the following effect: During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent's Life Points.
Familiar-Possessed - Hiita	DR04	FamiliarPossessedHiita	Spellcaster/Effect	Fire	4	1850	1500			By sending 1 "Hiita the Fire Charmer" and 1 FIRE monster from your side of the field to the Graveyard, you can Special Summon this card from your hand or Deck. If you Special Summon this card in this way, this card gets the following effect: During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent's Life Points.
Familiar-Possessed - Wynn	DR04	FamiliarPossessedWynn	Spellcaster/Effect	Wind	4	1850	1500			By sending 1 "Wynn the Wind Charmer" and 1 WIND monster from your side of the field to the Graveyard, you can Special Summon this card from your hand or Deck. If you Special Summon this card in this way, this card gets the following effect: During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent's Life Points.
Fire Darts	DR04	FireDarts	Normal Trap							Activate only when you have no cards in your hand. Roll a six-sided die 3 times, and inflict damage to your opponent's Life Points equal to the total result of the die rolls x 100 points.
Forced Back	DR04	ForcedBack	Counter Trap							Negate the Normal Summon or Flip Summon of a monster and return the monster to its owner's hand.
